radio_name,host_name,RAJ2000,DEJ2000,z,e_z,LengthMpc,e_LengthMpc,FirstDisc,DateDisc,Ref
ILTJ124806.28+303428.2,,192.026005,30.573144,1.335,0.51,0.701,0.106,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ124807.78+535253.9,,192.033182,53.881954,0.99,0.312,0.797,0.104,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ124813.65+274721.6,,192.056749,27.789892,1.038,0.124,0.72,0.053,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J124813.82+362423.6,192.057583,36.406556,0.2069,2e-05,0.987,0.021,Dabhade et al. 2020 / prior,2020-08-05,Dabhade et al. 2020 / prior
,J124821.42+300635.8,192.089262,30.109954,0.14191,2e-05,0.851,0.016,Oei et al. 2022,2022-10-24,Oei et al. in prep.
ILTJ124823.25+415502.5,,192.096867,41.918254,1.461,0.386,0.702,0.063,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ124833.84+583027.0,,192.11781,58.506849,0.889,0.319,1.842,0.309,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J124832.32+445855.7,192.134676,44.982149,0.26278,7e-05,1.431,0.025,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ124835.46+313956.9,,192.148297,31.665651,0.31603,7e-05,0.758,0.029,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ124835.97+594223.7,,192.14868,59.706092,0.589,0.037,0.815,0.048,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ124837.03+535933.7,,192.149416,53.997029,0.5454,0.00012,1.011,0.04,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ124841.09+344406.8,,192.169943,34.733577,0.483,0.048,1.28,0.079,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ124843.89+531108.6,,192.187858,53.184701,0.26837,6e-05,0.923,0.026,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ124849.75+272933.7,J124845.37+272938.9,192.189058,27.494142,0.52799,0.00011,2.213,0.039,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
ILTJ124847.62+285334.5,,192.199776,28.894101,1.099,0.135,0.807,0.054,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ124850.40+335056.6,,192.210215,33.848331,1.158,0.132,1.406,0.058,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ124854.37+284858.0,,192.226573,28.815593,0.852,0.034,0.755,0.048,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ124858.86+590616.5,,192.244928,59.101894,1.239,0.444,0.727,0.104,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
,J124859.79+341216.0,192.249156,34.204452,0.18177,2e-05,1.763,0.019,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ124900.13+634707.9,,192.25171,63.783139,1.336,0.452,1.762,0.19,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ124902.64+332349.1,,192.259076,33.397357,0.55663,0.00011,0.714,0.04,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ124902.91+524001.1,J124903.45+524005.3,192.264417,52.668136,0.6629,0.041,0.97,0.05,Dabhade et al. 2020 / prior,2020-08-05,Mostert & Oei et al. 2024
,J124904.38+642308.2,192.268265,64.385633,0.24423,4e-05,1.357,0.024,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ124905.06+233358.8,,192.27044,23.566153,0.598,0.085,0.717,0.064,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ124907.93+445527.8,,192.27273,44.920302,0.36906,0.00011,0.828,0.032,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ124909.71+351652.4,,192.289798,35.279507,0.732,0.141,0.952,0.087,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ124912.98+500039.0,J124913.20+500043.6,192.305,50.012133,0.34956,0.0001,0.764,0.03,Dabhade et al. 2020 / prior,2020-08-05,Mostert & Oei et al. 2024
ILTJ124913.94+302402.4,J124913.93+302358.7,192.308067,30.399644,0.4407,0.0267,1.617,0.067,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
ILTJ124919.56+593321.7,,192.331408,59.557298,1.023,0.131,0.726,0.053,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ124919.69+255332.1,,192.332394,25.891082,0.742,0.062,0.969,0.054,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ124919.79+325004.9,,192.334401,32.834959,0.73586,0.00016,0.868,0.045,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ124931.87+570327.8,,192.379019,57.060136,1.107,0.3,0.933,0.09,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ124943.27+525520.7,,192.427521,52.919847,1.286,0.401,1.055,0.107,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ124949.52+642522.5,,192.45758,64.422782,0.682,0.054,0.871,0.052,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ124957.86+424331.1,,192.490893,42.726079,0.709,0.043,0.726,0.047,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125002.16+592948.9,,192.508026,59.496807,0.43819,0.0001,0.828,0.035,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125003.99+575647.5,,192.515677,57.947408,0.73153,0.00044,1.966,0.044,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
,J125004.21+363948.8,192.517542,36.66357,0.16077,3e-05,1.047,0.017,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ125007.00+564146.1,,192.529158,56.696954,0.887,0.159,0.742,0.064,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ124959.19+593442.5,J125007.54+593637.5,192.531444,59.610427,0.4153,0.0587,1.894,0.166,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
ILTJ125024.80+343450.7,,192.604104,34.581678,0.77,0.22,0.786,0.11,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J125028.00+223834.0,192.616676,22.642785,0.52885,0.00014,1.36,0.038,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ125031.25+410049.9,J125031.83+410219.8,192.632643,41.03885,0.13813,2e-05,1.195,0.015,Oei et al. 2022,2022-10-24,Oei et al. in prep.
ILTJ125032.48+415545.5,,192.635729,41.929071,0.732,0.029,0.781,0.046,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ125035.76+354956.7,,192.65109,35.836288,0.592,0.104,0.771,0.078,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125038.68+324454.3,,192.659516,32.747696,1.552,0.825,0.642,0.16,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ125040.36+424548.0,,192.669607,42.762122,0.39697,0.0001,0.748,0.033,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125045.64+344030.7,,192.690746,34.674597,0.807,0.134,0.962,0.074,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125047.61+482559.1,,192.697099,48.432718,0.813,0.144,0.751,0.067,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125051.25+513742.0,,192.714315,51.628068,1.203,0.233,0.737,0.058,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125054.48+475208.2,,192.723174,47.872586,0.441,0.045,1.335,0.086,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125055.47+255518.7,,192.729544,25.921443,0.794,0.06,0.83,0.051,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J125103.82+281530.8,192.765953,28.258561,0.5279,0.0703,2.703,0.192,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ125104.58+380744.7,,192.771145,38.128985,0.30571,2e-05,0.953,0.028,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,,192.774904,75.627483,0.197,,0.807,0.067,Dabhade et al. 2020 / prior,2020-08-05,Dabhade et al. 2020 / prior
ILTJ125112.68+290629.9,,192.80318,29.106649,1.026,0.187,0.716,0.06,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125113.06+351131.8,,192.806657,35.191532,0.844,0.08,0.963,0.056,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125113.81+662452.4,,192.806883,66.416546,1.038,0.288,0.73,0.081,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125115.76+445237.5,,192.816077,44.876798,1.046,0.192,0.779,0.061,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ125117.99+322219.3,,192.822352,32.367823,0.36443,7e-05,0.979,0.031,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125122.76+321503.0,,192.844642,32.249982,0.81341,0.00011,0.862,0.047,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
,,192.848938,78.710152,0.04534,4e-05,1.769,0.006,Dabhade et al. 2020 / prior,2020-08-05,Oei et al. in prep.
ILTJ125123.85+363612.0,,192.849046,36.605253,1.056,0.132,1.238,0.061,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ125128.52+520821.5,,192.867763,52.137376,1.491,0.299,0.721,0.054,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J125132.35+215440.4,192.884833,21.911227,0.798,0.0611,2.819,0.087,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ125136.77+235826.6,,192.902075,23.973767,0.928,0.077,1.04,0.054,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ125138.02+280630.0,,192.909566,28.109437,1.304,0.366,0.792,0.074,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125142.53+503422.8,J125142.03+503424.6,192.925167,50.573514,0.54904,7e-05,0.99,0.039,Dabhade et al. 2020 / prior,2020-08-05,Mostert & Oei et al. 2024
ILTJ125141.81+332013.0,,192.928642,33.339136,0.945,0.047,1.343,0.052,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ125148.54+345830.7,,192.952363,34.975347,1.095,0.235,1.021,0.074,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125150.87+384552.2,,192.959195,38.763525,1.855,0.582,1.097,0.088,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ125151.34+510701.7,,192.966593,51.116931,0.824,0.199,0.886,0.095,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125151.92+552153.8,,192.966936,55.364941,0.52431,0.00018,0.94,0.039,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125152.15+340605.5,,192.967882,34.101403,0.875,0.241,1.03,0.118,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125153.67+351915.8,J125154.40+351911.9,192.976667,35.319992,0.201,0.0206,1.034,0.086,Dabhade et al. 2020 / prior,2020-08-05,Mostert & Oei et al. 2024
ILTJ125158.34+534545.9,,192.988166,53.758191,1.715,1.087,0.815,0.247,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125158.72+305505.0,J125157.99+305422.3,192.991652,30.906196,0.23065,3e-05,2.076,0.023,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
ILTJ125200.17+440448.9,,193.001512,44.079815,0.962,0.165,0.717,0.06,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
,J125204.82-222645.7,193.020083,-22.446028,0.134,0.0086,0.737,0.043,Dabhade et al. 2020 / prior,2020-08-05,Dabhade et al. 2020 / prior
ILTJ125207.71+654538.7,,193.028093,65.759831,1.1,0.01,0.801,0.051,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125208.38+574635.1,,193.039299,57.777458,0.792,0.07,0.816,0.052,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125216.71+471538.6,,193.070156,47.26072,1.067,0.29,1.063,0.103,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ125218.21+593917.2,,193.084645,59.656469,0.56876,0.00019,1.346,0.04,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ125222.07+645141.4,J125223.78+645137.9,193.099091,64.860538,0.31206,7e-05,1.502,0.028,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
ILTJ125229.32+324321.8,,193.122681,32.722965,1.215,0.125,0.704,0.052,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125231.41+355406.5,,193.12926,35.902444,0.942,0.085,0.752,0.051,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125235.06+524654.1,,193.140622,52.778664,1.239,0.139,0.757,0.053,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J125234.66+484858.6,193.144458,48.816306,1.84,0.00269,0.913,0.051,Mahato et al. 2021,2021-11-22,Mahato et al. 2021
ILTJ125240.22+331058.9,,193.167857,33.182831,0.48914,0.0001,0.959,0.038,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ125243.67+310409.4,,193.182325,31.068707,0.792,0.074,0.956,0.056,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ125243.89+374808.7,,193.183034,37.802026,0.716,0.227,0.77,0.125,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125257.04+645251.2,J125251.49+645350.0,193.214543,64.897228,0.3015,5e-05,1.66,0.027,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
ILTJ125255.10+610643.2,,193.229958,61.112246,0.767,0.232,1.104,0.159,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125258.58+250129.6,,193.246172,25.028795,0.785,0.252,0.958,0.15,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ125302.00+242810.3,,193.257859,24.468779,0.896,0.072,1.446,0.058,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ125302.33+262726.0,,193.259354,26.456244,1.25874,0.00059,1.039,0.051,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ125257.54+450031.4,J125303.17+450044.8,193.263237,45.012466,0.07772,2e-05,1.158,0.009,Dabhade et al. 2020 / prior,2020-08-05,Oei et al. in prep.
,J125308.54-014005.1,193.285583,-1.668108,0.24,,1.304,0.101,Dabhade et al. 2020 / prior,2020-08-05,Dabhade et al. 2020 / prior
ILTJ125312.71+404125.4,J125312.28+404124.5,193.301188,40.690158,0.22933,4e-05,1.453,0.022,Dabhade et al. 2020 / prior,2020-08-05,Mostert & Oei et al. 2024
ILTJ125321.45+605703.3,,193.332388,60.947793,0.702,0.068,0.81,0.055,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125321.52+464936.6,,193.341984,46.830764,0.57505,0.00013,0.817,0.04,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125323.32+363116.4,,193.346496,36.520078,0.961,0.065,0.831,0.051,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125325.76+595236.0,,193.361815,59.875076,0.55479,3e-05,0.924,0.04,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125327.60+342049.5,,193.364347,34.347081,1.452,0.451,0.886,0.084,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
,J125330.52+381534.8,193.377168,38.259671,0.73627,,2.201,0.095,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ125331.23+364518.0,,193.377735,36.754554,0.55232,0.00015,0.846,0.04,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125347.83+583037.8,,193.431584,58.511374,0.73994,9e-05,1.149,0.045,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125347.66+514535.5,,193.443285,51.759577,0.376,0.067,1.61,0.184,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125347.76+305913.2,,193.448011,30.988192,1.181,0.193,1.031,0.059,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125354.59+682108.6,,193.472812,68.351479,0.526,0.121,0.696,0.096,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125354.87+280945.7,,193.476508,28.16104,0.705,0.031,0.836,0.047,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125355.53+441111.7,,193.482053,44.189348,0.571,0.058,0.894,0.06,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ125405.43+573450.6,,193.517911,57.582405,0.301,0.017,0.903,0.045,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125407.45+590220.3,,193.528317,59.037994,0.891,0.06,0.91,0.051,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ125416.12+485024.4,,193.564929,48.840516,0.658,0.068,0.931,0.059,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125418.25+374525.0,,193.573242,37.758955,1.213,0.225,0.981,0.063,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ125421.42+531835.3,,193.58602,53.309043,1.005,0.373,0.898,0.148,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
,J125422.44+304728.1,193.593519,30.791139,0.1949,0.0184,1.199,0.092,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ125438.32+460646.9,,193.63525,46.113026,0.255,5e-05,1.0,0.025,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125433.56+372417.9,,193.638207,37.406149,0.921,0.074,0.782,0.052,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125434.65+263548.0,,193.640669,26.595818,0.631,0.067,0.947,0.061,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125432.02+293353.8,J125434.06+293340.9,193.641917,29.561385,0.52876,6e-05,2.059,0.039,Dabhade et al. 2020 / prior,2020-08-05,Mostert & Oei et al. 2024
ILTJ125435.51+340858.4,,193.649817,34.151194,0.701,0.098,0.784,0.063,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125435.06+501346.9,,193.653193,50.231344,0.827,0.148,0.89,0.075,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J125437.75+530523.9,193.65733,53.089994,0.05382,2e-05,0.974,0.006,Oei et al. 2022,2022-10-24,Oei et al. in prep.
ILTJ125440.70+313908.2,,193.667842,31.653195,0.431,0.062,0.836,0.079,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125440.60+495011.9,,193.670914,49.836696,1.094,0.172,0.823,0.058,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125442.97+504831.0,,193.680228,50.808641,0.957,0.149,0.717,0.058,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125447.58+360433.3,,193.70254,36.078653,0.811,0.103,1.62,0.085,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ125450.22+245453.0,,193.708857,24.914978,0.895,0.127,0.716,0.057,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ125455.95+474359.5,,193.731947,47.735053,0.516,0.031,0.935,0.048,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125455.60+400427.2,,193.732203,40.074671,0.40924,9e-05,0.991,0.034,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ125457.77+370209.3,,193.741887,37.036289,0.698,0.035,0.71,0.046,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125500.01+385525.9,,193.752287,38.924108,0.55517,0.0001,1.035,0.039,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125514.77+375720.5,,193.809086,37.954724,0.831,0.309,0.993,0.183,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125513.86+373105.6,,193.811073,37.518877,1.053,0.112,0.722,0.052,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125521.30+530554.1,,193.8399,53.097128,1.125,0.195,0.76,0.057,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ125526.41+282305.3,,193.863668,28.384289,0.914,0.096,1.265,0.061,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125530.58+365814.9,,193.876447,36.971312,0.236,0.021,0.707,0.052,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ125542.25+250742.3,,193.922921,25.129085,0.42084,0.0001,1.33,0.034,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
,J125543.16+084145.3,193.929875,8.695917,0.8141,6e-05,0.774,0.047,Mahato et al. 2021,2021-11-22,Mahato et al. 2021
ILTJ125544.31+481332.4,,193.934198,48.225427,1.137,0.145,0.938,0.055,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125544.60+303928.2,,193.937415,30.656642,0.901,0.091,0.776,0.053,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125545.71+271654.8,,193.951294,27.284528,1.108,0.239,1.4,0.092,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125550.21+581846.7,J125550.13+581841.7,193.958875,58.311589,0.36127,0.00015,1.657,0.031,Dabhade et al. 2020 / prior,2020-08-05,Mostert & Oei et al. 2024
,J125552.22+304254.2,193.967602,30.715082,0.08426,2e-05,1.708,0.01,Oei et al. 2022,2022-10-24,Oei et al. in prep.
ILTJ125553.25+520343.3,,193.973267,52.063154,0.506,0.05,0.731,0.054,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125554.16+575419.5,,193.978009,57.907039,1.34968,0.00054,0.719,0.052,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125556.69+622250.7,,193.98391,62.378919,0.783,0.183,1.08,0.112,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J125559.55+625431.3,193.998127,62.908697,0.67397,0.00033,0.826,0.044,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ125600.16+583809.0,J125559.82+583848.7,193.999252,58.64688,0.3633,7e-05,1.472,0.031,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
ILTJ125559.50+283027.4,J125600.52+283045.7,194.002185,28.512695,0.26133,3e-05,1.051,0.025,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
ILTJ125608.94+354723.7,,194.037901,35.791798,0.792,0.068,1.056,0.056,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ125613.98+354424.0,,194.062501,35.73495,0.323,0.025,0.799,0.051,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125613.52+363825.3,,194.062915,36.64075,0.403,0.037,0.966,0.063,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,,194.066958,36.641117,0.467,,1.12,0.073,Dabhade et al. 2020 / prior,2020-08-05,Dabhade et al. 2020 / prior
ILTJ125615.44+512003.6,,194.069554,51.337097,1.124,0.157,0.86,0.056,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125617.60+371342.0,,194.072995,37.227914,0.945,0.162,0.801,0.063,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125617.06+361258.5,,194.074138,36.214993,1.002,0.071,1.174,0.053,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125624.64+552823.7,J125624.74+552825.9,194.103083,55.473886,0.8081,0.053,0.873,0.05,Dabhade et al. 2020 / prior,2020-08-05,Mostert & Oei et al. 2024
ILTJ125629.78+441239.2,,194.128795,44.210635,0.226,0.126,0.804,0.351,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ125631.47+304806.9,,194.130292,30.799747,0.767,0.087,0.764,0.056,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ125630.57+320402.6,,194.131502,32.070064,0.866,0.225,0.7,0.084,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125633.82+425038.9,,194.140705,42.844759,0.834,0.193,0.738,0.08,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ125637.40+430215.5,,194.156388,43.037391,0.887,0.184,1.848,0.14,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125642.61+444904.9,J125641.74+444852.9,194.173939,44.814695,0.29798,6e-05,1.51,0.027,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
ILTJ125645.44+384608.9,,194.184611,38.765347,1.004,0.092,1.307,0.057,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ125649.09+351143.5,,194.204367,35.195445,0.911,0.06,0.852,0.051,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125650.47+264351.2,,194.210734,26.731242,0.635,0.047,1.02,0.054,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125650.96+242130.3,,194.211048,24.358042,0.604,0.01,0.717,0.042,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125705.40+603813.4,,194.269215,60.644529,0.62936,0.00014,0.751,0.043,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125704.91+653118.1,,194.272555,65.520575,1.003,0.358,0.672,0.11,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125712.99+405433.7,J125710.80+405429.1,194.295013,40.908104,1.06723,0.00031,0.996,0.05,Mahato et al. 2021,2021-11-22,Mostert & Oei et al. 2024
ILTJ125715.97+312152.5,,194.316679,31.364736,1.103,0.499,0.845,0.176,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ125715.79+511807.9,J125716.34+511758.1,194.318115,51.299485,0.52602,8e-05,1.007,0.039,Mahato et al. 2021,2021-11-22,Mostert & Oei et al. 2024
,J125717.27+262244.8,194.321965,26.379117,0.42344,0.00012,2.27,0.034,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ125718.58+572431.6,,194.323981,57.41503,0.42694,0.00015,0.857,0.035,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ125721.29+315326.8,,194.335264,31.889777,0.953,0.092,0.798,0.053,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
